Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Weekend,Browser,Region,TrafficType,OperatingSystems,Revenue
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5165280543630755,-0.4220285255604834,-0.4501463020948204,-0.6252332638348186,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,2.0,3.0,0
-0.7057572594841192,-0.4642317440146919,1.158841853224852,0.2998935625366126,0.06415784722981041,0.4628748721184514,-0.4501463020948204,-0.5865144086867714,1.7341858903435536,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,6.0,2.0,1
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5611962006394513,-0.5975180097073295,1.4550754788504214,2.201243617306443,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,0
-0.4019537591428499,2.5899048235153592,-0.39678133220882345,-0.24860732278732312,-0.4048576886721359,0.09596432908887301,-0.4501463020948204,-0.22910952355209963,0.17509523916280584,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,1
-0.4019537591428499,-0.04905116779552296,-0.39678133220882345,-0.24860732278732312,-0.0028443721847533523,-0.3271910463016311,-0.4501463020948204,-0.6026472541571766,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,2.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.6728665663303909,-0.6387361803652281,-0.4501463020948204,1.2719909419753719,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,3.0,0
0.20565324153968859,-0.39029547701675776,-0.39678133220882345,-0.24860732278732312,-0.36018954239576007,-0.5233788326148755,-0.4501463020948204,-0.6071644691022424,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,0
-0.4019537591428499,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.6952006394685789,-0.6446244904592136,3.995371171959019,3.4402471771870182,-0.3160394114794245,1.7195028359914994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5165280543630755,-0.580388380343008,0.04380007897169784,0.5492388707990105,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.33785546925757215,-0.40641558211161793,0.5958578199073005,0.4642092064383835,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,2.0,0
1.4208672429047657,0.23460816424462846,-0.39678133220882345,-0.24860732278732312,-0.22618510356663254,-0.5107801431528892,-0.4501463020948204,-0.03452242496432207,-0.3160394114794245,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0
0.20565324153968859,0.14550548331394814,-0.39678133220882345,-0.24860732278732312,-0.33785546925757215,-0.36988129448302604,-0.4501463020948204,-0.6354224419481369,0.5999858059860527,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,2.0,1
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,0.10882599350618624,-0.2961435930787984,-0.32999719018563045,-0.4860546523841336,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,0
1.1170637425634964,5.302152511135893,0.3810302605080142,2.485236563537767,-0.5388621275012634,-0.5213553951462151,-0.4501463020948204,-0.4073447611071533,0.4077782326055752,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,0
-0.09815025880158067,-0.10023781417870818,-0.39678133220882345,-0.24860732278732312,-0.382523615533948,-0.34182260469914566,-0.4501463020948204,-0.7607492785355465,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0
-0.7057572594841192,-0.4642317440146919,1.9366534459416895,0.1555512242934716,-0.49419398122488756,-0.44709845185188146,-0.4501463020948204,-0.5348892468068126,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,0
0.5094567418809578,-0.04336376264183572,1.158841853224852,4.290959214959461,2.610242184983233,2.0546079356597207,-0.36410402266730424,-0.7383051595459368,0.6428921351324031,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1
-0.09815025880158067,-0.36754585640200876,-0.39678133220882345,-0.24860732278732312,-0.47185990808669964,-0.40909208669979313,-0.4501463020948204,-0.502036890776441,2.5310183003446385,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,4.0,2.0,1
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.22618510356663254,-0.3374955889661057,-0.4501463020948204,-0.502036890776441,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,3.0,0
-0.09815025880158067,-0.3618584512483215,-0.39678133220882345,-0.24860732278732312,-0.6058643469158271,-0.48510481700396973,-0.4501463020948204,-0.27676350245470593,-0.3160394114794245,3.744273715092172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,4.0,2.0,0
-0.09815025880158067,0.28366203369518095,1.158841853224852,0.46588725151622473,1.4265363086592735,1.2510497602871518,-0.21564049863478316,-0.45128033234430803,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.49419398122488756,-0.6015327665895923,1.4021526380184168,1.1033487855294524,-0.3160394114794245,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,0.06415784722981041,-0.11418457750582316,-0.030997508508660253,0.08736586078991475,-0.3160394114794245,3.744273715092172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,4.0,2.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.6952006394685789,-0.6446244904592136,3.995371171959019,3.4402471771870182,-0.3160394114794245,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5835302737776392,-0.5232896157774264,-0.4501463020948204,-0.17351322205991315,-0.3160394114794245,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,1.0,4.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5165280543630755,-0.5475565907459018,0.20844888747892887,0.29684924831715626,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0
0.20565324153968859,-0.30427347406723815,-0.39678133220882345,-0.24860732278732312,0.39916894430262917,-0.0921894827972991,-0.27232560313266685,-0.5898184192205492,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.49419398122488756,-0.45322467344102474,-0.4501463020948204,-0.41443057911870024,-0.3160394114794245,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,11.0,1.0,0
0.20565324153968859,-0.02288910408856166,-0.39678133220882345,-0.24860732278732312,-0.650532493192203,-0.6403420831181331,0.29077326950495697,0.5492388707990105,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,2.0,2.0,0
2.636081244269843,2.348379684465861,-0.39678133220882345,-0.24860732278732312,0.019489700953434566,0.4637785114563074,-0.4501463020948204,-0.44698696817296546,0.18415952678080558,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,2.0,1
1.4208672429047657,0.37276471462586136,-0.39678133220882345,-0.24860732278732312,-0.49419398122488756,-0.5664705564844967,0.7353250169103409,0.5974223378742554,-0.3160394114794245,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0
0.5094567418809578,0.00592708204241176,-0.39678133220882345,-0.24860732278732312,-0.5388621275012634,-0.5686117601550369,-0.4501463020948204,-0.8343151119898613,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,0
-0.7057572594841192,-0.4642317440146919,1.158841853224852,-0.03209381542261166,-0.47185990808669964,-0.04780857552750622,-0.4501463020948204,-0.22910952355209963,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,0
0.20565324153968859,0.1556954177372179,-0.39678133220882345,-0.24860732278732312,0.8458504070663876,0.4271817718755579,-0.4501463020948204,-0.8059212762082684,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0
1.4208672429047657,0.2296316847351521,1.9366534459416895,0.040077353698958824,1.7615474057320923,1.0442342915574927,-0.37349944602801805,-0.578503612565283,-0.17962055077708727,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1
2.636081244269843,0.4309032213572298,1.9366534459416895,2.1936650402866222,0.3098326517498775,0.22520504070116396,-0.3310699380072944,-0.4324439965870292,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.6058643469158271,-0.620803599624454,2.2171641823374832,2.5729446831023597,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.49419398122488756,-0.43933658854617325,-0.4501463020948204,-0.41443057911870024,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0
0.5094567418809578,-0.05871975655679129,-0.39678133220882345,-0.24860732278732312,0.7565141145136359,1.7189074943602938,-0.22897627309138674,-0.36436623648965855,-0.3160394114794245,1.7195028359914994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,11.0,2.0,0
1.1170637425634964,-0.058293201170264736,-0.39678133220882345,-0.24860732278732312,0.9128526264809513,0.6056421759546882,-0.4501463020948204,-0.6252332638348186,-0.18469225175878784,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,11.0,2.0,1
-0.4019537591428499,-0.3618584512483215,-0.39678133220882345,-0.24860732278732312,-0.18151695729025671,0.19633325114544417,-0.4501463020948204,-0.5348892468068126,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,0
0.20565324153968859,-0.2495321994629984,0.3810302605080142,-0.17643615366575263,-0.18151695729025671,-0.4976843885683933,-0.4501463020948204,-0.7517148703279772,-0.3160394114794245,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0
3.5474917452936507,0.7073306310009174,0.3810302605080142,0.22050527650288504,0.44383709057900506,-0.06094024896416569,-0.3061268062879994,-0.04714180634862803,-0.02682061625699963,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,0
-0.09815025880158067,-0.16279927086926788,-0.39678133220882345,-0.24860732278732312,-0.628198420054015,-0.6200006482480014,0.14258936852155396,0.3179581984822475,-0.3160394114794245,1.7195028359914994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.628198420054015,-0.5779795262136502,0.6612330664186394,0.6215140714118781,-0.3160394114794245,2.731888275541835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,2.0,0
2.636081244269843,2.346294302955336,2.714465038658527,0.8411773309483913,3.3025984522670586,1.9105464567422554,-0.43819599538659315,-0.7097856299503885,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0
2.028474243587304,-0.028908274523922625,-0.39678133220882345,-0.24860732278732312,-0.5835302737776392,-0.6102537107078476,-0.4501463020948204,-0.4626140461939452,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,3.0,0
0.20565324153968859,-0.160524308807793,-0.39678133220882345,-0.24860732278732312,-0.24851917670482046,-0.528624781607699,-0.4501463020948204,-0.7077212765539682,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0
-0.09815025880158067,-0.373233261555696,-0.39678133220882345,-0.24860732278732312,0.22049635919712585,0.2886822183059759,-0.4501463020948204,-0.6186227275900301,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.09218066473750502,-0.43826598671090317,1.4915739775055488,1.4065723731910365,-0.3160394114794245,3.744273715092172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,3.0,0
-0.09815025880158067,-0.39029547701675776,-0.39678133220882345,-0.24860732278732312,-0.33785546925757215,-0.5323718880311443,0.07285575890624002,-0.06722614702976991,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,0
3.243688244952381,1.8093084661717849,1.9366534459416895,0.09601000976817596,0.6448437488226963,0.13637583124074695,-0.4104541881415075,-0.5373759548352898,0.5974291498217376,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5388621275012634,-0.6096158104458814,0.6612330664186394,2.3561190595811947,-0.3160394114794245,-0.3052680431091731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0
3.243688244952381,1.250871756177355,0.3810302605080142,-0.14756768601712444,0.5108393099935687,1.1373407427051352,-0.27373687710998,-0.588112326801873,1.699238402346831,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5611962006394513,-0.5562998390494309,0.5024645883778005,1.2719909419753719,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.33785546925757215,-0.14831132297407643,-0.4501463020948204,-0.5774040898284073,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0
0.8132602422222271,3.0249913177724337,-0.39678133220882345,-0.24860732278732312,9.779479662341556,6.919113667854608,-0.4501463020948204,-0.8177512171798962,0.38256155370044576,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,2.0,4.0,1
-0.4019537591428499,-0.45285693370731744,-0.39678133220882345,-0.24860732278732312,-0.5835302737776392,-0.5874811175016723,0.29077326950495697,0.06740413499887395,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,0
-0.7057572594841192,-0.4642317440146919,1.158841853224852,1.5448462298837036,1.9848881371139715,1.613314845793194,-0.22820168612670758,-0.3213642513396989,-0.2834359103115306,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5165280543630755,-0.5024485667353452,0.04380007897169784,0.14770992791265714,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,2.0,0
0.8132602422222271,2.117850195759318,0.3810302605080142,-0.1259163352806533,-0.06984659159931711,0.1661422793908275,0.04380007897169784,-0.26503052590191695,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,3.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.6728665663303909,-0.616253541824556,-0.4501463020948204,1.2719909419753719,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,13.0,4.0,0
1.1170637425634964,1.0272902575397884,1.9366534459416895,1.9020935170354776,0.37683487116444125,0.5876495927987553,-0.44328593507368574,-0.3196859776485204,1.9477198573430838,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,0.35450079802625334,1.5779895277928677,-0.3112238810306379,-0.2864432270829989,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0
0.20565324153968859,0.02915065306767668,1.158841853224852,0.11946563973268637,-0.47185990808669964,-0.5666489901058651,-0.2791648539457997,-0.395898471393784,-0.3160394114794245,-0.3052680431091731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.6952006394685789,-0.6446244904592136,3.995371171959019,3.4402471771870182,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
-0.09815025880158067,-0.30498439971144903,-0.39678133220882345,-0.24860732278732312,0.22049635919712585,0.06714729653461997,-0.4501463020948204,-0.8458407381988771,3.8627484843029545,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,1
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.5165280543630755,-0.5106922008669249,0.04380007897169784,-0.17351322205991315,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,0
-0.7057572594841192,-0.4642317440146919,-0.39678133220882345,-0.24860732278732312,-0.22618510356663254,-0.4702502165395972,-0.4501463020948204,-0.20636557809028475,-0.3160394114794245,-0.3052680431091731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,7.0,2.0,2.0,0
